date,time,tradingsymbol,open,high,low,close,volume
2007-01-23,00:00:00,BANKNIFTY,6167.85,6172.25,5989.85,6010.8,0
2007-01-24,00:00:00,BANKNIFTY,6082.85,6098.05,5989.6,6055.5,0
2007-01-25,00:00:00,BANKNIFTY,6094.05,6126.4,6051.25,6107.6,0
2007-01-29,00:00:00,BANKNIFTY,6139.75,6148.55,5953.3,5978.9,0
2007-01-31,00:00:00,BANKNIFTY,5980.05,6100.5,5901.65,5953.95,0
2007-02-01,00:00:00,BANKNIFTY,5976.25,6152.25,5951.05,6115.2,0
2007-02-02,00:00:00,BANKNIFTY,6132.45,6176.0,6059.7,6075.35,0
2007-02-05,00:00:00,BANKNIFTY,6120.1,6144.65,6047.55,6089.2,0
2007-02-06,00:00:00,BANKNIFTY,6095.8,6170.6,6075.25,6092.2,0
2007-02-07,00:00:00,BANKNIFTY,6104.7,6173.95,6095.05,6157.15,0
2007-02-08,00:00:00,BANKNIFTY,6148.65,6231.45,6146.75,6208.7,0
2007-02-09,00:00:00,BANKNIFTY,6211.45,6248.6,6107.5,6184.45,0
2007-02-12,00:00:00,BANKNIFTY,6085.8,6124.2,5957.3,6031.65,0
2007-02-13,00:00:00,BANKNIFTY,6026.35,6100.45,5890.3,5946.45,0
2007-02-14,00:00:00,BANKNIFTY,5841.2,5841.2,5561.0,5672.55,0
2007-02-15,00:00:00,BANKNIFTY,5702.35,5852.5,5702.35,5841.65,0
2007-02-19,00:00:00,BANKNIFTY,5858.15,5948.15,5836.85,5917.45,0
2007-02-20,00:00:00,BANKNIFTY,5927.5,5945.85,5825.45,5841.25,0
2007-02-21,00:00:00,BANKNIFTY,5855.2,5868.9,5787.6,5816.95,0
2007-02-22,00:00:00,BANKNIFTY,5825.45,5854.4,5627.55,5647.65,0
2007-02-23,00:00:00,BANKNIFTY,5721.4,5738.0,5427.35,5473.6,0
2007-02-26,00:00:00,BANKNIFTY,5493.6,5579.1,5376.65,5533.75,0
2007-02-27,00:00:00,BANKNIFTY,5552.3,5616.25,5407.3,5464.65,0
2007-02-28,00:00:00,BANKNIFTY,5294.7,5381.55,5112.14,5240.3,0
2007-03-01,00:00:00,BANKNIFTY,5262.35,5406.35,5213.35,5388.95,0
2007-03-02,00:00:00,BANKNIFTY,5395.4,5401.15,5196.14,5218.95,0
2007-03-05,00:00:00,BANKNIFTY,5135.75,5135.75,4980.25,5040.1,0
2007-03-06,00:00:00,BANKNIFTY,5061.39,5182.45,5005.95,5110.14,0
2007-03-07,00:00:00,BANKNIFTY,5185.1,5214.39,4950.5,4993.55,0
2007-03-08,00:00:00,BANKNIFTY,5031.85,5246.5,4999.25,5217.85,0
2007-03-09,00:00:00,BANKNIFTY,5226.05,5316.95,5160.6,5187.85,0
2007-03-12,00:00:00,BANKNIFTY,5188.05,5269.3,5152.39,5180.1,0
2007-03-13,00:00:00,BANKNIFTY,5188.1,5259.9,5169.3,5251.55,0
2007-03-14,00:00:00,BANKNIFTY,5245.9,5245.9,5022.45,5039.05,0
2007-03-15,00:00:00,BANKNIFTY,5048.05,5141.8,4949.64,4965.0,0
2007-03-16,00:00:00,BANKNIFTY,4978.35,4993.55,4837.25,4893.45,0
2007-03-19,00:00:00,BANKNIFTY,4900.14,4992.3,4871.45,4979.45,0
2007-03-20,00:00:00,BANKNIFTY,5014.35,5125.8,5014.35,5084.1,0
2007-03-21,00:00:00,BANKNIFTY,5104.0,5299.1,5083.45,5288.4,0
2007-03-22,00:00:00,BANKNIFTY,5349.45,5568.3,5349.45,5554.75,0
2007-03-23,00:00:00,BANKNIFTY,5549.4,5594.75,5448.85,5518.85,0
2007-03-26,00:00:00,BANKNIFTY,5522.05,5593.35,5407.85,5424.3,0
2007-03-28,00:00:00,BANKNIFTY,5375.5,5375.5,5270.95,5290.15,0
2007-03-29,00:00:00,BANKNIFTY,5298.9,5309.9,5164.05,5273.2,0
2007-03-30,00:00:00,BANKNIFTY,5281.4,5339.75,5281.4,5308.5,0
2007-04-02,00:00:00,BANKNIFTY,5267.7,5267.7,4946.55,4959.64,0
2007-04-03,00:00:00,BANKNIFTY,4961.3,5048.6,4921.8,4995.14,0
2007-04-04,00:00:00,BANKNIFTY,4997.05,5108.14,4997.05,5031.75,0
2007-04-05,00:00:00,BANKNIFTY,5035.89,5151.25,4985.3,5129.2,0
2007-04-09,00:00:00,BANKNIFTY,5129.05,5335.95,5129.05,5323.8,0
2007-04-10,00:00:00,BANKNIFTY,5335.4,5349.75,5229.75,5325.5,0
2007-04-11,00:00:00,BANKNIFTY,5325.3,5374.25,5261.3,5276.65,0
2007-04-12,00:00:00,BANKNIFTY,5241.14,5241.14,5176.45,5215.14,0
2007-04-13,00:00:00,BANKNIFTY,5234.5,5404.1,5230.89,5362.1,0
2007-04-16,00:00:00,BANKNIFTY,5400.3,5465.5,5400.3,5435.1,0
2007-04-17,00:00:00,BANKNIFTY,5457.2,5522.15,5387.5,5455.45,0
2007-04-18,00:00:00,BANKNIFTY,5474.1,5548.0,5460.15,5513.0,0
2007-04-19,00:00:00,BANKNIFTY,5485.2,5587.3,5382.2,5540.3,0
2007-04-20,00:00:00,BANKNIFTY,5552.1,5626.85,5514.8,5597.55,0
2007-04-23,00:00:00,BANKNIFTY,5622.0,5637.1,5536.05,5550.15,0
2007-04-24,00:00:00,BANKNIFTY,5524.2,5833.05,5511.7,5807.5,0
2007-04-25,00:00:00,BANKNIFTY,5724.0,5905.1,5724.0,5876.45,0
2007-04-26,00:00:00,BANKNIFTY,5886.95,5975.0,5862.85,5880.95,0
2007-04-27,00:00:00,BANKNIFTY,5833.65,5874.75,5731.4,5752.9,0
2007-04-30,00:00:00,BANKNIFTY,5627.9,5638.65,5490.85,5621.0,0
2007-05-03,00:00:00,BANKNIFTY,5656.25,5721.9,5651.05,5693.4,0
2007-05-04,00:00:00,BANKNIFTY,5713.7,5765.6,5641.75,5656.55,0
2007-05-07,00:00:00,BANKNIFTY,5773.4,5773.4,5596.2,5610.7,0
2007-05-08,00:00:00,BANKNIFTY,5584.1,5672.5,5523.75,5537.0,0
2007-05-09,00:00:00,BANKNIFTY,5571.15,5649.25,5480.5,5638.55,0
2007-05-10,00:00:00,BANKNIFTY,5664.2,5742.65,5628.1,5644.95,0
2007-05-11,00:00:00,BANKNIFTY,5556.25,5708.3,5529.65,5682.45,0
2007-05-14,00:00:00,BANKNIFTY,5733.3,5859.35,5733.3,5847.8,0
2007-05-15,00:00:00,BANKNIFTY,5850.05,5968.2,5844.2,5950.65,0
2007-05-16,00:00:00,BANKNIFTY,5960.65,6154.65,5960.65,6137.85,0
2007-05-17,00:00:00,BANKNIFTY,6179.0,6292.05,6179.0,6270.9,0
2007-05-18,00:00:00,BANKNIFTY,6241.95,6313.55,6219.4,6290.8,0
2007-05-21,00:00:00,BANKNIFTY,6315.8,6445.4,6315.8,6391.15,0
2007-05-22,00:00:00,BANKNIFTY,6384.55,6418.0,6335.0,6356.4,0
2007-05-23,00:00:00,BANKNIFTY,6371.3,6383.85,6252.95,6309.15,0
2007-05-24,00:00:00,BANKNIFTY,6285.45,6313.75,6183.7,6208.7,0
2007-05-25,00:00:00,BANKNIFTY,6162.55,6218.85,6091.9,6200.35,0
2007-05-28,00:00:00,BANKNIFTY,6199.15,6332.65,6199.15,6283.95,0
2007-05-29,00:00:00,BANKNIFTY,6288.35,6316.95,6257.5,6302.1,0
2007-05-30,00:00:00,BANKNIFTY,6297.7,6335.45,6223.85,6245.45,0
2007-05-31,00:00:00,BANKNIFTY,6255.5,6345.3,6255.5,6324.5,0
2007-06-01,00:00:00,BANKNIFTY,6340.9,6431.5,6340.9,6404.8,0
2007-06-04,00:00:00,BANKNIFTY,6431.25,6491.45,6400.65,6448.85,0
2007-06-05,00:00:00,BANKNIFTY,6441.5,6554.9,6411.25,6533.35,0
2007-06-06,00:00:00,BANKNIFTY,6561.6,6562.5,6312.3,6324.3,0
2007-06-07,00:00:00,BANKNIFTY,6301.95,6352.3,6204.7,6236.45,0
2007-06-08,00:00:00,BANKNIFTY,6200.35,6271.2,6129.95,6177.7,0
2007-06-11,00:00:00,BANKNIFTY,6210.25,6278.9,6151.85,6161.25,0
2007-06-12,00:00:00,BANKNIFTY,6177.45,6191.95,6059.75,6149.95,0
2007-06-13,00:00:00,BANKNIFTY,6150.65,6168.5,6048.8,6063.8,0
2007-06-14,00:00:00,BANKNIFTY,6106.9,6157.2,6085.2,6122.05,0
2007-06-15,00:00:00,BANKNIFTY,6134.85,6239.8,6134.85,6176.2,0
2007-06-18,00:00:00,BANKNIFTY,6210.5,6245.8,6157.65,6174.4,0
2007-06-19,00:00:00,BANKNIFTY,6165.5,6382.4,6165.5,6366.95,0
2007-06-20,00:00:00,BANKNIFTY,6376.5,6508.0,6376.5,6496.85,0
2007-06-21,00:00:00,BANKNIFTY,6486.4,6562.25,6438.75,6536.25,0
2007-06-22,00:00:00,BANKNIFTY,6544.3,6621.15,6521.95,6542.05,0
2007-06-25,00:00:00,BANKNIFTY,6548.95,6555.9,6490.35,6544.55,0
2007-06-26,00:00:00,BANKNIFTY,6501.5,6547.65,6490.75,6515.6,0
2007-06-27,00:00:00,BANKNIFTY,6522.5,6534.1,6457.3,6482.45,0
2007-06-28,00:00:00,BANKNIFTY,6509.1,6538.15,6487.85,6521.35,0
2007-06-29,00:00:00,BANKNIFTY,6521.85,6749.95,6521.85,6740.1,0
2007-07-02,00:00:00,BANKNIFTY,6811.85,6828.9,6696.0,6718.0,0
2007-07-03,00:00:00,BANKNIFTY,6719.65,6882.6,6719.65,6857.1,0
2007-07-04,00:00:00,BANKNIFTY,6917.35,6917.35,6777.5,6836.45,0
2007-07-05,00:00:00,BANKNIFTY,6845.25,6902.8,6739.5,6818.35,0
2007-07-06,00:00:00,BANKNIFTY,6796.5,6830.45,6751.35,6791.25,0
2007-07-09,00:00:00,BANKNIFTY,6787.75,6895.7,6752.4,6867.9,0
2007-07-10,00:00:00,BANKNIFTY,6891.8,6906.05,6798.8,6814.7,0
2007-07-11,00:00:00,BANKNIFTY,6779.25,6845.2,6752.65,6794.7,0
2007-07-12,00:00:00,BANKNIFTY,6812.05,6931.5,6812.05,6916.05,0
2007-07-13,00:00:00,BANKNIFTY,6935.0,7032.65,6935.0,6980.35,0
2007-07-16,00:00:00,BANKNIFTY,6985.05,7112.9,6938.05,7101.3,0
2007-07-17,00:00:00,BANKNIFTY,7064.25,7154.4,7020.0,7041.75,0
2007-07-18,00:00:00,BANKNIFTY,7050.9,7093.9,6978.0,7068.8,0
2007-07-19,00:00:00,BANKNIFTY,7099.15,7157.7,7082.1,7137.9,0
2007-07-20,00:00:00,BANKNIFTY,7146.7,7209.2,7064.65,7086.55,0
2007-07-23,00:00:00,BANKNIFTY,7073.7,7088.8,7024.6,7076.3,0
2007-07-24,00:00:00,BANKNIFTY,7092.35,7142.15,7057.65,7075.6,0
2007-07-25,00:00:00,BANKNIFTY,7061.35,7068.55,6959.25,7003.45,0
2007-07-26,00:00:00,BANKNIFTY,7024.9,7032.95,6904.7,6933.3,0
2007-07-27,00:00:00,BANKNIFTY,6864.55,6864.55,6608.1,6698.65,0
2007-07-30,00:00:00,BANKNIFTY,6726.6,6937.1,6650.7,6829.8,0
2007-07-31,00:00:00,BANKNIFTY,6864.1,6943.9,6712.85,6928.45,0
2007-08-01,00:00:00,BANKNIFTY,6903.85,6903.85,6609.75,6637.35,0
2007-08-02,00:00:00,BANKNIFTY,6630.85,6819.45,6612.05,6759.15,0
2007-08-03,00:00:00,BANKNIFTY,6803.0,6903.4,6797.3,6854.6,0
2007-08-06,00:00:00,BANKNIFTY,6826.95,6853.85,6627.6,6821.85,0
2007-08-07,00:00:00,BANKNIFTY,6846.7,6954.65,6796.9,6823.45,0
2007-08-08,00:00:00,BANKNIFTY,6849.85,6998.6,6849.85,6966.8,0
2007-08-09,00:00:00,BANKNIFTY,7001.5,7110.55,6805.6,6837.2,0
2007-08-10,00:00:00,BANKNIFTY,6665.3,6665.3,6542.4,6646.05,0
2007-08-13,00:00:00,BANKNIFTY,6650.3,6732.3,6622.8,6679.75,0
2007-08-14,00:00:00,BANKNIFTY,6735.45,6735.45,6668.9,6702.35,0
2007-08-16,00:00:00,BANKNIFTY,6456.2,6509.3,6293.65,6305.75,0
2007-08-17,00:00:00,BANKNIFTY,6273.7,6375.45,6083.85,6245.6,0
2007-08-20,00:00:00,BANKNIFTY,6358.05,6567.6,6358.05,6491.5,0
2007-08-21,00:00:00,BANKNIFTY,6490.75,6521.5,6173.7,6210.45,0
2007-08-22,00:00:00,BANKNIFTY,6242.4,6312.6,6058.35,6228.85,0
2007-08-23,00:00:00,BANKNIFTY,6303.45,6397.15,6061.55,6090.25,0
2007-08-24,00:00:00,BANKNIFTY,6128.85,6196.65,6071.45,6176.55,0
2007-08-27,00:00:00,BANKNIFTY,6278.5,6492.25,6278.5,6471.85,0
2007-08-28,00:00:00,BANKNIFTY,6470.4,6522.05,6425.35,6485.5,0
2007-08-29,00:00:00,BANKNIFTY,6409.4,6535.9,6326.5,6509.3,0
2007-08-30,00:00:00,BANKNIFTY,6581.4,6609.45,6532.9,6572.45,0
2007-08-31,00:00:00,BANKNIFTY,6582.1,6714.4,6568.2,6675.85,0
2007-09-03,00:00:00,BANKNIFTY,6712.6,6788.05,6707.45,6774.05,0
2007-09-04,00:00:00,BANKNIFTY,6852.25,6863.35,6759.1,6801.65,0
2007-09-05,00:00:00,BANKNIFTY,6784.5,6850.45,6754.4,6777.65,0
2007-09-06,00:00:00,BANKNIFTY,6718.9,6878.3,6673.75,6868.85,0
2007-09-07,00:00:00,BANKNIFTY,6839.9,6922.6,6820.65,6842.95,0
2007-09-10,00:00:00,BANKNIFTY,6787.65,6883.0,6740.7,6870.35,0
2007-09-11,00:00:00,BANKNIFTY,6903.15,6915.35,6805.0,6815.6,0
2007-09-12,00:00:00,BANKNIFTY,6837.45,6875.95,6773.65,6784.4,0
2007-09-13,00:00:00,BANKNIFTY,6789.3,6912.05,6789.3,6904.2,0
2007-09-14,00:00:00,BANKNIFTY,6941.9,7062.9,6898.7,6912.15,0
2007-09-17,00:00:00,BANKNIFTY,6898.0,6977.2,6843.0,6897.1,0
2007-09-18,00:00:00,BANKNIFTY,6921.15,7078.95,6883.6,7059.65,0
2007-09-19,00:00:00,BANKNIFTY,7111.0,7419.35,7111.0,7401.85,0
2007-09-20,00:00:00,BANKNIFTY,7404.95,7462.9,7343.6,7390.15,0
2007-09-21,00:00:00,BANKNIFTY,7378.3,7506.35,7367.15,7464.5,0
2007-09-24,00:00:00,BANKNIFTY,7514.4,7661.05,7514.4,7650.9,0
2007-09-25,00:00:00,BANKNIFTY,7658.5,7694.25,7490.2,7629.15,0
2007-09-26,00:00:00,BANKNIFTY,7647.1,7829.85,7591.8,7755.9,0
2007-09-27,00:00:00,BANKNIFTY,7804.55,7866.5,7747.1,7833.65,0
2007-09-28,00:00:00,BANKNIFTY,7838.25,8082.85,7836.05,8042.2,0
2007-10-01,00:00:00,BANKNIFTY,8008.55,8085.15,7913.3,7987.5,0
2007-10-03,00:00:00,BANKNIFTY,8029.8,8235.79,7820.25,8097.9,0
2007-10-04,00:00:00,BANKNIFTY,8083.3,8086.7,7828.65,8035.9,0
2007-10-05,00:00:00,BANKNIFTY,8038.1,8066.55,7789.7,7845.25,0
2007-10-08,00:00:00,BANKNIFTY,7853.15,7935.45,7516.45,7626.4,0
2007-10-09,00:00:00,BANKNIFTY,7580.9,7916.45,7535.05,7895.85,0
2007-10-10,00:00:00,BANKNIFTY,7960.65,8081.05,7907.35,8030.65,0
2007-10-11,00:00:00,BANKNIFTY,8054.3,8177.75,8005.5,8158.8,0
2007-10-12,00:00:00,BANKNIFTY,8093.65,8132.1,7889.8,7934.0,0
2007-10-15,00:00:00,BANKNIFTY,7962.55,8306.35,7962.55,8286.29,0
2007-10-16,00:00:00,BANKNIFTY,8361.4,8491.65,8240.29,8452.2,0
2007-10-17,00:00:00,BANKNIFTY,8071.55,8218.1,7641.5,8099.9,0
2007-10-18,00:00:00,BANKNIFTY,8055.15,8192.45,7519.7,7608.75,0
2007-10-19,00:00:00,BANKNIFTY,7637.4,7718.9,7279.3,7423.8,0
2007-10-22,00:00:00,BANKNIFTY,7374.35,7621.65,7289.2,7568.0,0
2007-10-23,00:00:00,BANKNIFTY,7621.05,8118.75,7621.05,8101.1,0
2007-10-24,00:00:00,BANKNIFTY,8167.95,8276.65,8058.55,8228.65,0
2007-10-25,00:00:00,BANKNIFTY,8228.2,8528.25,8185.55,8428.65,0
2007-10-26,00:00:00,BANKNIFTY,8426.4,8804.9,8257.04,8749.9,0
2007-10-29,00:00:00,BANKNIFTY,8918.04,9122.35,8865.65,9000.75,0
2007-10-30,00:00:00,BANKNIFTY,9024.54,9237.79,8832.5,8934.15,0
2007-10-31,00:00:00,BANKNIFTY,8906.29,9116.79,8839.4,9013.15,0
2007-11-01,00:00:00,BANKNIFTY,9220.4,9358.0,9032.7,9198.6,0
2007-11-02,00:00:00,BANKNIFTY,8953.4,9610.7,8898.2,9560.7,0
2007-11-05,00:00:00,BANKNIFTY,9549.79,9692.5,9346.25,9397.54,0
2007-11-06,00:00:00,BANKNIFTY,9383.54,9550.65,9129.85,9216.29,0
2007-11-07,00:00:00,BANKNIFTY,9215.4,9388.04,9049.65,9090.2,0
2007-11-08,00:00:00,BANKNIFTY,9090.79,9090.79,8816.95,8876.25,0
2007-11-09,00:00:00,BANKNIFTY,8887.45,9029.4,8671.4,8760.75,0
2007-11-12,00:00:00,BANKNIFTY,8596.15,8819.9,8429.35,8758.2,0
2007-11-13,00:00:00,BANKNIFTY,8761.35,9149.0,8642.85,9060.0,0
2007-11-14,00:00:00,BANKNIFTY,9230.65,9651.85,9230.65,9613.04,0
2007-11-15,00:00:00,BANKNIFTY,9560.2,9601.45,9422.35,9454.7,0
2007-11-16,00:00:00,BANKNIFTY,9476.85,9538.65,9272.35,9474.15,0
2007-11-19,00:00:00,BANKNIFTY,9541.1,9595.45,9367.85,9396.25,0
2007-11-20,00:00:00,BANKNIFTY,9356.4,9574.85,9210.1,9277.85,0
2007-11-21,00:00:00,BANKNIFTY,9272.2,9291.65,8766.35,8829.79,0
2007-11-22,00:00:00,BANKNIFTY,8835.25,9084.2,8650.0,8998.79,0
2007-11-23,00:00:00,BANKNIFTY,9051.75,9127.6,8821.15,8977.9,0
2007-11-26,00:00:00,BANKNIFTY,9136.04,9255.04,9093.4,9122.45,0
2007-11-27,00:00:00,BANKNIFTY,9087.6,9098.95,8977.95,9070.75,0
2007-11-28,00:00:00,BANKNIFTY,9043.6,9216.15,8938.1,8970.85,0
2007-11-29,00:00:00,BANKNIFTY,9124.79,9273.25,9063.25,9124.4,0
2007-11-30,00:00:00,BANKNIFTY,9230.79,9437.95,9185.0,9375.75,0
2007-12-03,00:00:00,BANKNIFTY,9391.2,9466.2,9384.35,9397.54,0
2007-12-04,00:00:00,BANKNIFTY,9404.15,9452.7,9341.04,9367.1,0
2007-12-05,00:00:00,BANKNIFTY,9373.45,9605.25,9373.45,9581.29,0
2007-12-06,00:00:00,BANKNIFTY,9644.79,9759.7,9559.75,9620.15,0
2007-12-07,00:00:00,BANKNIFTY,9677.85,9804.54,9605.45,9796.1,0
2007-12-10,00:00:00,BANKNIFTY,9800.2,9889.29,9723.6,9864.6,0
2007-12-11,00:00:00,BANKNIFTY,9961.65,10124.75,9899.95,10090.7,0
2007-12-12,00:00:00,BANKNIFTY,9951.25,10086.6,9891.25,10056.7,0
2007-12-13,00:00:00,BANKNIFTY,10088.4,10123.2,9891.9,9920.45,0
2007-12-14,00:00:00,BANKNIFTY,9886.85,9948.95,9776.79,9803.15,0
2007-12-17,00:00:00,BANKNIFTY,9790.54,9792.15,9362.4,9426.7,0
2007-12-18,00:00:00,BANKNIFTY,9507.9,9507.9,9225.45,9279.2,0
2007-12-19,00:00:00,BANKNIFTY,9363.95,9446.0,9125.45,9240.35,0
2007-12-20,00:00:00,BANKNIFTY,9275.65,9332.85,9205.35,9245.45,0
2007-12-24,00:00:00,BANKNIFTY,9316.45,9581.1,9316.45,9563.54,0
2007-12-26,00:00:00,BANKNIFTY,9545.7,9772.0,9545.7,9755.2,0
2007-12-27,00:00:00,BANKNIFTY,9810.0,9842.65,9746.79,9785.04,0
2007-12-28,00:00:00,BANKNIFTY,9742.04,9840.35,9625.29,9828.35,0
2007-12-31,00:00:00,BANKNIFTY,9861.7,9914.54,9790.4,9863.45,0
2008-01-01,00:00:00,BANKNIFTY,9819.5,9927.4,9813.95,9905.25,0
2008-01-02,00:00:00,BANKNIFTY,10103.35,10333.29,9862.15,10250.85,0
2008-01-03,00:00:00,BANKNIFTY,10164.0,10265.6,10070.79,10100.7,0
2008-01-04,00:00:00,BANKNIFTY,10288.04,10326.25,10120.9,10233.2,0
2008-01-07,00:00:00,BANKNIFTY,9983.1,10482.4,9948.35,10391.1,0
2008-01-08,00:00:00,BANKNIFTY,10463.85,10558.3,10244.9,10355.6,0
2008-01-09,00:00:00,BANKNIFTY,10355.04,10495.3,10232.54,10306.45,0
2008-01-10,00:00:00,BANKNIFTY,10442.29,10624.2,10239.35,10266.85,0
2008-01-11,00:00:00,BANKNIFTY,10295.7,10634.2,10295.7,10561.55,0
2008-01-14,00:00:00,BANKNIFTY,10614.85,10774.15,10525.7,10698.35,0
2008-01-15,00:00:00,BANKNIFTY,10680.0,10755.7,10433.95,10465.7,0
2008-01-16,00:00:00,BANKNIFTY,10390.45,10397.29,10038.95,10346.95,0
2008-01-17,00:00:00,BANKNIFTY,10404.7,10420.25,10123.7,10261.5,0
2008-01-18,00:00:00,BANKNIFTY,10168.25,10215.29,9648.45,9739.9,0
2008-01-21,00:00:00,BANKNIFTY,9671.4,9701.1,8504.65,9038.95,0
2008-01-22,00:00:00,BANKNIFTY,8663.7,9015.79,7958.95,8682.45,0
2008-01-23,00:00:00,BANKNIFTY,9021.5,9501.54,8889.6,9259.2,0
2008-01-24,00:00:00,BANKNIFTY,9369.1,9630.54,8960.2,9133.85,0
2008-01-25,00:00:00,BANKNIFTY,9170.35,9827.29,9170.35,9752.25,0
2008-01-28,00:00:00,BANKNIFTY,9748.35,9937.9,9313.6,9901.9,0
2008-01-29,00:00:00,BANKNIFTY,9933.2,10113.35,9420.75,9569.6,0
2008-01-30,00:00:00,BANKNIFTY,9635.35,9635.35,9309.79,9404.15,0
2008-01-31,00:00:00,BANKNIFTY,9442.2,9505.35,9147.25,9226.25,0
2008-02-01,00:00:00,BANKNIFTY,9320.25,9379.04,9002.2,9327.04,0
2008-02-04,00:00:00,BANKNIFTY,9444.4,9708.6,9424.2,9561.5,0
2008-02-05,00:00:00,BANKNIFTY,9577.29,9577.29,9363.35,9397.79,0
2008-02-06,00:00:00,BANKNIFTY,9169.54,9256.04,9052.35,9185.65,0
2008-02-07,00:00:00,BANKNIFTY,9225.29,9283.35,8925.9,8960.45,0
2008-02-08,00:00:00,BANKNIFTY,8976.6,8999.95,8624.75,8817.0,0
2008-02-11,00:00:00,BANKNIFTY,8841.2,8879.29,8216.9,8419.25,0
2008-02-12,00:00:00,BANKNIFTY,8586.0,8637.9,8406.25,8512.35,0
2008-02-13,00:00:00,BANKNIFTY,8598.25,8805.54,8564.65,8748.75,0
2008-02-14,00:00:00,BANKNIFTY,8911.6,9163.2,8911.6,9125.2,0
2008-02-15,00:00:00,BANKNIFTY,9059.2,9403.7,8951.1,9380.04,0
2008-02-18,00:00:00,BANKNIFTY,9411.25,9518.35,9320.4,9404.2,0
2008-02-19,00:00:00,BANKNIFTY,9438.2,9538.7,9384.95,9423.45,0
2008-02-20,00:00:00,BANKNIFTY,9215.45,9346.04,9056.1,9129.1,0
2008-02-21,00:00:00,BANKNIFTY,9143.79,9260.1,8768.15,8946.2,0
2008-02-22,00:00:00,BANKNIFTY,8922.15,8922.15,8642.0,8685.1,0
2008-02-25,00:00:00,BANKNIFTY,8715.79,8756.0,8399.2,8666.5,0
2008-02-26,00:00:00,BANKNIFTY,8704.35,8810.15,8691.1,8742.25,0
2008-02-27,00:00:00,BANKNIFTY,8808.65,8903.45,8676.0,8719.6,0
2008-02-28,00:00:00,BANKNIFTY,8683.85,8757.15,8496.79,8608.25,0
2008-02-29,00:00:00,BANKNIFTY,8535.85,8758.54,8248.75,8688.35,0
2008-03-03,00:00:00,BANKNIFTY,8460.6,8460.6,8004.7,8047.45,0
2008-03-04,00:00:00,BANKNIFTY,8032.95,8101.0,7587.6,7736.6,0
